label;Anatomy;region_name;hemisphere
760;Left;MNI(-60:-45:15);left
761;Right;MNI(12:57:42);right
762;Left;MNI(-60:-16:35);left
763;Right;MNI(63:-43:36);right
764;Left;MNI(-23:-64:41);left
765;Left;MNI(-3:3:11);left
766;Right;MNI(56:-28:53);right
767;Right;MNI(46:24:24);right
768;Left;MNI(-36:16:40);left
769;Right;MNI(29:-69:52);right
770;Right;MNI(15:-39:6);right
771;Left;MNI(-32:-8:-23);left
772;Left;MNI(-23:-86:20);left
773;Right;MNI(17:-30:69);right
774;Right;MNI(41:24:54);right
775;Right;MNI(24:-4:-38);right
776;Left;MNI(-55:19:14);left
777;Left;MNI(-17:-69:-3);left
778;Left;MNI(-39:57:-5);left
779;Right;MNI(44:-59:34);right
780;Left;MNI(-26:-9:-39);left
781;Left;MNI(-7:61:21);left
782;Right;MNI(24:-77:-6);right
783;Right;MNI(41:-21:-15);right
784;Left;MNI(-58:-44:40);left
785;Right;MNI(56:20:34);right
786;Left;MNI(-42:38:35);left
787;Right;MNI(43:5:-42);right
788;Left;MNI(-41:-7:41);left
789;Right;MNI(45:23:12);right
790;Left;MNI(-27:-8:7);left
791;Right;MNI(36:-80:-15);right
792;Right;MNI(62:-23:-24);right
793;Left;MNI(-14:-37:75);left
794;Left;MNI(-8:-35:6);left
795;Right;MNI(29:-33:3);right
796;Left;MNI(-2:-45:21);left
797;Right;MNI(26:53:28);right
798;Right;MNI(51:5:-24);right
799;Right;MNI(63:-54:2);right
800;Left;MNI(-35:-38:-21);left
801;Left;MNI(-52:-36:17);left
802;Right;MNI(17:-57:59);right
803;Right;MNI(26:-12:65);right
804;Left;MNI(-6:55:13);left
805;Right;MNI(5:-72:-20);right
806;Left;MNI(-39:-3:12);left
807;Left;MNI(-15:20:66);left
808;Left;MNI(-15:-46:-23);left
809;Left;MNI(-16:-29:73);left
810;Left;MNI(-48:-24:57);left
811;Right;MNI(9:26:-21);right
812;Left;MNI(-38:12:-40);left
813;Right;MNI(45:-78:-10);right
814;Right;MNI(2:4:52);right
815;Right;MNI(12:-58:-31);right
816;Right;MNI(42:-7:-29);right
817;Left;MNI(-13:40:-17);left
818;Right;MNI(30:54:36);right
819;Right;MNI(31:-39:70);right
820;Left;MNI(-38:-72:12);left
821;Left;MNI(-40:39:13);left
822;Left;MNI(-63:-31:6);left
823;Right;MNI(40:33:2);right
824;Right;MNI(13:10:8);right
825;Left;MNI(-36:-69:41);left
826;Left;MNI(-7:-70:24);left
827;Right;MNI(11:-26:39);right
828;Left;MNI(-28:60:23);left
829;Right;MNI(24:-23:72);right
830;Right;MNI(38:60:13);right
831;Right;MNI(13:-79:14);right
832;Right;MNI(9:24:44);right
833;Right;MNI(22:-94:15);right
834;Left;MNI(-55:-13:28);left
835;Right;MNI(42:-21:47);right
836;Left;MNI(-48:16:42);left
837;Left;MNI(-19:-35:72);left
838;Left;MNI(-27:-43:-4);left
839;Right;MNI(18:61:-13);right
840;Right;MNI(36:19:-30);right
841;Left;MNI(-41:-28:19);left
842;Left;MNI(-2:-19:76);left
843;Right;MNI(12:-68:56);right
844;Right;MNI(52:-13:-6);right
845;Left;MNI(-24:34:-10);left
846;Right;MNI(15:-43:75);right
847;Left;MNI(-56:-33:-21);left
848;Right;MNI(53:-56:35);right
849;Left;MNI(-41:-53:31);left
850;Left;MNI(-31:6:64);left
851;Left;MNI(-15:-56:60);left
852;Left;MNI(-25:-15:-27);left
853;Right;MNI(48:50:-5);right
854;Left;MNI(-17:-52:16);left
855;Right;MNI(20:-40:-23);right
856;Left;MNI(-24:-30:61);left
857;Right;MNI(30:3:68);right
858;Right;MNI(66:-11:18);right
859;Left;MNI(-8:-18:-4);left
860;Right;MNI(42:-83:17);right
861;Left;MNI(-10:-38:45);left
862;Left;MNI(-27:15:3);left
863;Right;MNI(8:14:-13);right
864;Right;MNI(60:11:14);right
865;Right;MNI(18:60:29);right
866;Left;MNI(-21:-77:46);left
867;Right;MNI(53:-57:47);right
868;Left;MNI(-21:-9:73);left
869;Right;MNI(51:-31:11);right
870;Right;MNI(22:18:8);right
871;Left;MNI(-6:63:2);left
872;Left;MNI(-34:45:-8);left
873;Left;MNI(-36:-73:-4);left
874;Left;MNI(-6:-52:47);left
875;Left;MNI(-11:11:23);left
876;Right;MNI(1:-84:28);right
877;Left;MNI(-40:27:24);left
878;Right;MNI(13:46:25);right
879;Right;MNI(29:-15:-9);right
880;Left;MNI(-29:26:58);left
881;Left;MNI(-18:-90:18);left
882;Right;MNI(44:9:-12);right
883;Right;MNI(39:39:43);right
884;Right;MNI(31:-6:54);right
885;Left;MNI(-5:-71:49);left
886;Left;MNI(-34:7:-43);left
887;Right;MNI(47:-15:22);right
888;Left;MNI(-48:1:35);left
889;Right;MNI(23:4:-32);right
890;Left;MNI(-63:-13:-4);left
891;Right;MNI(47:38:8);right
892;Left;MNI(-13:-35:-41);left
893;Right;MNI(49:-76:-3);right
894;Right;MNI(58:-6:29);right
895;Left;MNI(-42:-17:53);left
896;Left;MNI(-49:39:8);left
897;Right;MNI(31:-64:39);right
898;Left;MNI(-60:-31:30);left
899;Left;MNI(-6:20:43);left
900;Left;MNI(-51:10:-24);left
901;Left;MNI(-2:-15:36);left
902;Right;MNI(58:-56:-15);right
903;Left;MNI(-10:70:-4);left
904;Right;MNI(64:-10:36);right
905;Left;MNI(-50:-50:-3);left
906;Right;MNI(67:-36:30);right
907;Left;MNI(-41:11:26);left
908;Left;MNI(-13:-23:17);left
909;Left;MNI(-60:-9:9);left
910;Left;MNI(-35:54:27);left
911;Left;MNI(-7:49:8);left
912;Left;MNI(-5:-49:72);left
913;Right;MNI(35:-49:66);right
914;Left;MNI(-15:0:-31);left
915;Left;MNI(-54:-59:19);left
916;Right;MNI(19:38:-18);right
917;Left;MNI(-11:-94:-2);left
918;Right;MNI(1:-60:-42);right
919;Left;MNI(-32:-1:-16);left
920;Right;MNI(3:-36:37);right
921;Left;MNI(-48:40:1);left
922;Left;MNI(-28:18:48);left
923;Right;MNI(49:29:14);right
924;Right;MNI(60:-59:25);right
925;Left;MNI(-43:-68:-24);left
926;Right;MNI(27:60:5);right
927;Right;MNI(18:-4:76);right
928;Left;MNI(-21:-27:-24);left
929;Left;MNI(-49:-11:21);left
930;Right;MNI(42:-78:5);right
931;Right;MNI(10:39:40);right
932;Left;MNI(-33:-68:30);left
933;Right;MNI(28:-40:0);right
934;Left;MNI(-3:5:-10);left
935;Right;MNI(38:-72:45);right
936;Right;MNI(22:-60:19);right
937;Right;MNI(60:-26:-10);right
938;Left;MNI(-60:-29:39);left
939;Left;MNI(-7:-15:50);left
940;Right;MNI(61:2:-23);right
941;Left;MNI(-62:-35:15);left
942;Right;MNI(48:-67:-23);right
943;Right;MNI(15:15:70);right
944;Left;MNI(-28:16:12);left
945;Right;MNI(48:-18:3);right
946;Left;MNI(-61:-18:-21);left
947;Left;MNI(-9:-17:75);left
948;Left;MNI(-9:-27:51);left
949;Right;MNI(12:43:-8);right
950;Right;MNI(22:-38:66);right
951;Left;MNI(-47:-69:-3);left
952;Left;MNI(-18:58:24);left
953;Right;MNI(21:-28:-22);right
954;Left;MNI(-26:-88:16);left
955;Left;MNI(-45:46:16);left
956;Right;MNI(2:-60:-44);right
957;Right;MNI(17:66:21);right
958;Right;MNI(9:0:55);right
959;Right;MNI(46:-14:-33);right
960;Right;MNI(35:-42:50);right
961;Left;MNI(-12:30:-21);left
962;Right;MNI(11:-93:15);right
963;Left;MNI(-46:-70:17);left
964;Left;MNI(-17:47:48);left
965;Left;MNI(-7:-53:-22);left
966;Left;MNI(-48:33:30);left
967;Right;MNI(35:17:12);right
968;Left;MNI(-4:19:0);left
969;Left;MNI(-33:-18:52);left
970;Right;MNI(54:-71:17);right
971;Left;MNI(-57:-53:3);left
972;Left;MNI(-51:3:-33);left
973;Right;MNI(14:29:63);right
974;Right;MNI(1:-62:-42);right
975;Right;MNI(18:-72:-1);right
976;Left;MNI(-24:-73:-24);left
977;Left;MNI(-6:40:32);left
978;Right;MNI(57:13:-8);right
979;Right;MNI(49:-30:51);right
980;Right;MNI(9:-83:36);right
981;Right;MNI(2:-11:18);right
982;Right;MNI(51:40:17);right
983;Left;MNI(-40:-15:2);left
984;Right;MNI(34:53:14);right
985;Left;MNI(-7:-59:33);left
986;Right;MNI(2:28:-2);right
987;Left;MNI(-10:-64:63);left
988;Left;MNI(-23:-84:31);left
989;Right;MNI(2:-26:-44);right
990;Right;MNI(41:12:31);right
991;Right;MNI(15:-40:55);right
992;Left;MNI(-17:13:61);left
993;Left;MNI(-42:-50:-6);left
994;Right;MNI(30:44:-8);right
995;Right;MNI(66:-39:-13);right
996;Left;MNI(-4:36:43);left
997;Right;MNI(31:4:-43);right
998;Left;MNI(-29:29:-15);left
999;Left;MNI(-25:-7:59);left
1000;Left;MNI(-6:9:50);left
1001;Left;MNI(-57:6:8);left
1002;Right;MNI(3:-47:-4);right
1003;Left;MNI(-32:-20:15);left
1004;Right;MNI(9:-58:66);right
1005;Left;MNI(-27:8:-34);left
1006;Right;MNI(53:-6:54);right
1007;Left;MNI(-21:32:44);left
1008;Right;MNI(13:-81:28);right
1009;Left;MNI(-35:10:33);left
1010;Left;MNI(-53:-25:5);left
1011;Left;MNI(-57:-23:47);left
1012;Right;MNI(49:28:-9);right
1013;Right;MNI(16:-22:45);right
1014;Left;MNI(-2:69:18);left
1015;Left;MNI(-41:-11:-25);left
1016;Right;MNI(66:-11:7);right
1017;Left;MNI(-33:-40:66);left
1018;Left;MNI(-34:-85:2);left
1019;Right;MNI(52:-4:-27);right
1020;Right;MNI(2:-90:-3);right
1021;Right;MNI(15:-15:70);right
1022;Left;MNI(-15:48:-16);left
1023;Right;MNI(49:9:41);right
1024;Left;MNI(-30:22:-26);left
1025;Right;MNI(48:-53:19);right
1026;Right;MNI(9:-21:61);right
1027;Right;MNI(17:5:-3);right
1028;Right;MNI(25:61:-9);right
1029;Right;MNI(41:39:26);right
1030;Right;MNI(28:-1:-26);right
1031;Right;MNI(9:-45:-33);right
1032;Left;MNI(-36:24:41);left
1033;Right;MNI(66:-31:34);right
1034;Right;MNI(12:49:-3);right
1035;Left;MNI(-12:-20:6);left
1036;Left;MNI(-14:23:0);left
1037;Left;MNI(-9:-86:12);left
1038;Left;MNI(-3:49:-8);left
1039;Left;MNI(-40:-68:-16);left
1040;Left;MNI(-50:-59:37);left
1041;Left;MNI(-31:-6:15);left
1042;Right;MNI(13:-21:5);right
1043;Left;MNI(-31:52:15);left
1044;Right;MNI(41:-78:35);right
1045;Left;MNI(-60:-34:-16);left
1046;Left;MNI(-34:-36:45);left
1047;Left;MNI(-41:-6:60);left
1048;Right;MNI(65:-18:-20);right
1049;Right;MNI(30:60:27);right
1050;Right;MNI(48:-54:40);right
1051;Right;MNI(30:11:-39);right
1052;Right;MNI(42:10:61);right
1053;Left;MNI(-38:4:-44);left
1054;Left;MNI(-15:-66:18);left
1055;Right;MNI(19:16:18);right
1056;Left;MNI(-38:-53:46);left
1057;Right;MNI(56:-44:-25);right
1058;Left;MNI(-6:-42:5);left
1059;Right;MNI(46:-34:60);right
1060;Right;MNI(23:-59:67);right
1061;Right;MNI(45:13:-26);right
1062;Left;MNI(-53:-4:22);left
1063;Left;MNI(-35:-48:53);left
1064;Right;MNI(37:-17:18);right
1065;Right;MNI(34:-90:5);right
1066;Left;MNI(0:9:36);left
1067;Left;MNI(-41:24:-18);left
1068;Right;MNI(50:37:30);right
1069;Right;MNI(10:0:13);right
1070;Right;MNI(24:-76:-15);right
1071;Right;MNI(45:-1:-43);right
1072;Left;MNI(-29:-75:45);left
1073;Left;MNI(-46:-12:48);left
1074;Right;MNI(51:-70:31);right
1075;Right;MNI(3:-18:-6);right
1076;Left;MNI(-42:-56:0);left
1077;Right;MNI(15:-38:-4);right
1078;Left;MNI(-60:-5:-18);left
1079;Right;MNI(3:-39:71);right
1080;Left;MNI(-16:60:-12);left
1081;Left;MNI(-22:-9:-22);left
1082;Right;MNI(11:-61:18);right
1083;Right;MNI(60:-57:-6);right
1084;Right;MNI(54:1:15);right
1085;Left;MNI(-9:-77:3);left
1086;Left;MNI(-48:-39:31);left
1087;Right;MNI(53:42:-4);right
1088;Right;MNI(28:18:64);right
1089;Left;MNI(-3:-87:-10);left
1090;Right;MNI(12:60:-9);right
1091;Right;MNI(3:44:24);right
1092;Right;MNI(36:-10:-12);right
1093;Right;MNI(3:-23:54);right
1094;Left;MNI(-37:-67:-8);left
1095;Right;MNI(46:-28:44);right
1096;Left;MNI(-43:33:-9);left
1097;Left;MNI(0:-25:-29);left
1098;Right;MNI(36:-70:35);right
1099;Right;MNI(39:-51:60);right
1100;Right;MNI(63:-3:-10);right
1101;Right;MNI(13:-75:-26);right
1102;Left;MNI(-11:15:70);left
1103;Left;MNI(-15:70:-1);left
1104;Left;MNI(-18:-47:9);left
1105;Left;MNI(-32:24:13);left
1106;Right;MNI(26:3:60);right
1107;Right;MNI(9:55:28);right
1108;Left;MNI(-1:-24:32);left
1109;Right;MNI(37:30:10);right
1110;Left;MNI(-39:-59:39);left
1111;Left;MNI(-24:51:39);left
1112;Right;MNI(31:-34:-34);right
1113;Left;MNI(-12:-30:-27);left
1114;Right;MNI(16:27:-22);right
1115;Right;MNI(48:-35:22);right
1116;Right;MNI(28:-52:0);right
1117;Right;MNI(4:51:-15);right
1118;Right;MNI(8:-6:75);right
1119;Left;MNI(-44:-39:15);left
1120;Right;MNI(1:-42:52);right
1121;Left;MNI(-36:-10:65);left
1122;Left;MNI(-46:-60:-28);left
1123;Right;MNI(35:-88:-11);right
1124;Left;MNI(-30:-23:-7);left
1125;Left;MNI(-4:-7:18);left
1126;Right;MNI(30:51:23);right
1127;Right;MNI(64:-24:42);right
1128;Right;MNI(47:21:-24);right
1129;Right;MNI(33:-11:-36);right
1130;Left;MNI(-11:57:30);left
1131;Left;MNI(-54:11:-3);left
1132;Left;MNI(-22:6:13);left
1133;Right;MNI(9:-95:8);right
1134;Left;MNI(-10:-31:76);left
1135;Right;MNI(2:42:54);right
1136;Right;MNI(66:-10:26);right
1137;Left;MNI(-39:-33:-15);left
1138;Right;MNI(44:-42:-39);right
1139;Right;MNI(3:47:4);right
1140;Right;MNI(37:3:-2);right
1141;Left;MNI(-44:43:22);left
1142;Right;MNI(2:-49:-28);right
1143;Left;MNI(-50:-26:-4);left
1144;Right;MNI(27:31:58);right
1145;Right;MNI(18:-72:9);right
1146;Left;MNI(-25:-9:-5);left
1147;Right;MNI(60:-52:38);right
1148;Right;MNI(29:-69:33);right
1149;Right;MNI(11:-22:15);right
1150;Right;MNI(9:5:40);right
1151;Left;MNI(-57:-37:42);left
1152;Left;MNI(-33:-72:23);left
1153;Right;MNI(6:5:6);right
1154;Left;MNI(-44:6:-26);left
1155;Left;MNI(-37:-13:45);left
1156;Right;MNI(1:-73:42);right
1157;Left;MNI(-54:16:22);left
1158;Right;MNI(60:6:4);right
1159;Right;MNI(57:-1:47);right
1160;Left;MNI(-25:39:48);left
1161;Right;MNI(7:56:-22);right
1162;Right;MNI(27:6:11);right
1163;Left;MNI(-40:-20:-27);left
1164;Right;MNI(60:-47:9);right
1165;Right;MNI(38:-29:66);right
1166;Right;MNI(11:-38:-30);right
1167;Right;MNI(32:-37:63);right
1168;Right;MNI(46:-76:30);right
1169;Right;MNI(12:62:12);right
1170;Left;MNI(-12:-95:13);left
1171;Left;MNI(-16:-26:11);left
1172;Right;MNI(52:-63:1);right
1173;Left;MNI(-29:16:63);left
1174;Left;MNI(-16:-64:50);left
1175;Right;MNI(20:-37:-41);right
1176;Right;MNI(5:-34:29);right
1177;Right;MNI(41:-67:-6);right
1178;Right;MNI(23:64:25);right
1179;Left;MNI(-52:-42:-8);left
1180;Left;MNI(-4:-31:60);left
1181;Right;MNI(45:37:15);right
1182;Right;MNI(33:6:53);right
1183;Right;MNI(26:-90:19);right
1184;Left;MNI(-42:21:-26);left
1185;Right;MNI(21:-88:-17);right
1186;Right;MNI(37:-12:-4);right
1187;Right;MNI(28:68:1);right
1188;Right;MNI(51:-7:40);right
1189;Left;MNI(-16:0:73);left
1190;Left;MNI(-31:-59:44);left
1191;Right;MNI(66:-17:-9);right
1192;Right;MNI(28:-29:-27);right
1193;Right;MNI(40:53:27);right
1194;Left;MNI(-36:-12:15);left
1195;Left;MNI(-31:64:-2);left
1196;Right;MNI(45:-30:-24);right
1197;Right;MNI(40:18:-37);right
1198;Left;MNI(-23:-46:-26);left
1199;Right;MNI(12:-6:48);right
1200;Left;MNI(-42:-58:13);left
1201;Right;MNI(61:-19:47);right
1202;Right;MNI(9:-45:11);right
1203;Left;MNI(-39:-51:-33);left
1204;Right;MNI(60:-27:5);right
1205;Left;MNI(-53:22:18);left
1206;Left;MNI(-49:-10:-1);left
1207;Left;MNI(-51:-5:30);left
1208;Right;MNI(15:-48:59);right
1209;Right;MNI(11:18:-3);right
1210;Left;MNI(-9:70:4);left
1211;Left;MNI(-57:-9:-27);left
1212;Right;MNI(3:34:39);right
1213;Right;MNI(7:-30:75);right
1214;Right;MNI(63:-52:-5);right
1215;Right;MNI(3:-45:33);right
1216;Right;MNI(41:30:48);right
1217;Left;MNI(-6:-6:44);left
1218;Right;MNI(16:6:-11);right
1219;Left;MNI(-60:-22:39);left
1220;Right;MNI(24:-7:72);right
1221;Left;MNI(-24:-1:5);left
1222;Right;MNI(51:11:9);right
1223;Right;MNI(20:-2:-32);right
1224;Left;MNI(-36:33:30);left
1225;Left;MNI(-4:-23:41);left
1226;Left;MNI(-18:-78:-6);left
1227;Left;MNI(-8:18:16);left
1228;Right;MNI(48:-3:0);right
1229;Left;MNI(-54:-32:-9);left
1230;Right;MNI(36:-30:-7);right
1231;Left;MNI(-1:49:15);left
1232;Right;MNI(24:-82:28);right
1233;Right;MNI(32:-82:-7);right
1234;Right;MNI(3:-18:-19);right
1235;Right;MNI(3:-67:50);right
1236;Left;MNI(-23:2:-33);left
1237;Left;MNI(-46:23:42);left
1238;Right;MNI(51:7:-39);right
1239;Right;MNI(13:18:40);right
1240;Left;MNI(-18:66:22);left
1241;Left;MNI(-31:-35:-33);left
1242;Right;MNI(48:-56:13);right
1243;Right;MNI(34:28:42);right
1244;Left;MNI(-25:57:5);left
1245;Left;MNI(-45:-45:56);left
1246;Right;MNI(44:-59:-21);right
1247;Left;MNI(-7:-66:-24);left
1248;Right;MNI(50:-20:49);right
1249;Left;MNI(-30:-58:60);left
1250;Right;MNI(38:2:9);right
1251;Left;MNI(-29:-86:10);left
1252;Left;MNI(-57:-6:40);left
1253;Left;MNI(-18:36:-12);left
1254;Right;MNI(9:-21:68);right
1255;Left;MNI(-46:-51:4);left
1256;Left;MNI(-34:-15:-32);left
1257;Right;MNI(48:10:53);right
1258;Left;MNI(-20:-3:59);left
1259;Right;MNI(53:-17:14);right
1260;Left;MNI(-2:-40:-24);left
1261;Left;MNI(-20:-19:-9);left
1262;Right;MNI(48:51:10);right
1263;Left;MNI(-23:-49:0);left
1264;Right;MNI(9:32:54);right
1265;Right;MNI(1:-74:15);right
1266;Left;MNI(-58:4:19);left
1267;Right;MNI(9:66:25);right
1268;Right;MNI(66:-43:23);right
1269;Right;MNI(6:-24:0);right
1270;Right;MNI(51:-37:57);right
1271;Left;MNI(-7:18:59);left
1272;Right;MNI(12:-87:-6);right
1273;Right;MNI(46:-50:-17);right
1274;Left;MNI(-44:18:-6);left
1275;Right;MNI(55:7:25);right
1276;Left;MNI(-33:0:5);left
1277;Right;MNI(58:-12:-32);right
1278;Right;MNI(36:21:-21);right
1279;Left;MNI(-48:27:36);left
1280;Left;MNI(-24:-27:69);left
1281;Left;MNI(-3:-10:63);left
1282;Left;MNI(-5:-78:27);left
1283;Right;MNI(6:44:-24);right
1284;Left;MNI(-48:-20:48);left
1285;Left;MNI(-38:-60:-7);left
1286;Left;MNI(-63:-33:-6);left
1287;Right;MNI(46:55:1);right
1288;Right;MNI(54:17:-15);right
1289;Right;MNI(24:57:33);right
1290;Right;MNI(14:12:18);right
1291;Left;MNI(-26:1:-10);left
1292;Right;MNI(12:-49:73);right
1293;Left;MNI(-25:51:21);left
1294;Left;MNI(-54:-20:19);left
1295;Right;MNI(26:17:54);right
1296;Left;MNI(-8:11:15);left
1297;Right;MNI(66:-26:-20);right
1298;Right;MNI(16:7:72);right
1299;Right;MNI(21:4:-24);right
1300;Left;MNI(-28:-82:-16);left
1301;Right;MNI(41:-49:45);right
1302;Right;MNI(24:-48:4);right
1303;Left;MNI(-5:51:39);left
1304;Right;MNI(58:-21:36);right
1305;Left;MNI(-39:-18:9);left
1306;Left;MNI(-27:-48:52);left
1307;Left;MNI(-13:20:-21);left
1308;Right;MNI(31:41:32);right
1309;Left;MNI(-57:1:-18);left
1310;Right;MNI(28:-1:-42);right
1311;Left;MNI(0:-17:-32);left
1312;Left;MNI(-4:21:51);left
1313;Left;MNI(-48:37:20);left
1314;Right;MNI(4:-45:16);right
1315;Left;MNI(-46:-66:34);left
1316;Left;MNI(-12:-84:-19);left
1317;Right;MNI(16:-35:43);right
1318;Left;MNI(-49:3:49);left
1319;Left;MNI(-45:-11:-9);left
1320;Right;MNI(36:-37:56);right
1321;Left;MNI(-15:37:49);left
1322;Right;MNI(14:51:48);right
1323;Left;MNI(-29:-18:-20);left
1324;Left;MNI(-37:33:2);left
1325;Left;MNI(-3:-19:6);left
1326;Left;MNI(-46:-60:-15);left
1327;Left;MNI(0:-55:66);left
1328;Left;MNI(-47:8:30);left
1329;Right;MNI(20:-75:36);right
1330;Right;MNI(32:30:-2);right
1331;Right;MNI(3:5:72);right
1332;Right;MNI(45:-72:8);right
1333;Right;MNI(54:27:1);right
1334;Right;MNI(3:62:-16);right
1335;Right;MNI(55:-3:-20);right
1336;Left;MNI(-30:-38:-11);left
1337;Right;MNI(8:36:16);right
1338;Right;MNI(13:-59:-4);right
1339;Left;MNI(-9:-7:13);left
1340;Left;MNI(-21:-66:58);left
1341;Left;MNI(-41:-24:25);left
1342;Right;MNI(28:50:41);right
1343;Left;MNI(-44:-6:-38);left
1344;Right;MNI(33:9:-28);right
1345;Left;MNI(-21:57:35);left
1346;Left;MNI(-25:-3:69);left
1347;Left;MNI(-33:-34:65);left
1348;Right;MNI(41:22:33);right
1349;Left;MNI(-43:-76:-2);left
1350;Right;MNI(51:-45:47);right
1351;Right;MNI(39:-30:-15);right
1352;Right;MNI(42:-10:21);right
1353;Left;MNI(0:22:66);left
1354;Left;MNI(-20:-39:65);left
1355;Left;MNI(-26:-90:5);left
1356;Right;MNI(12:-52:35);right
1357;Right;MNI(55:-51:-35);right
1358;Left;MNI(-18:-4:-37);left
1359;Right;MNI(44:-64:19);right
1360;Left;MNI(-51:30:8);left
1361;Right;MNI(60:-20:19);right
1362;Right;MNI(21:-94:-7);right
1363;Left;MNI(-29:50:-8);left
1364;Right;MNI(5:-40:-36);right
1365;Left;MNI(-25:37:35);left
1366;Right;MNI(47:-29:25);right
1367;Right;MNI(3:48:10);right
1368;Left;MNI(-9:-35:69);left
1369;Right;MNI(4:66:-6);right
1370;Left;MNI(-48:-54:47);left
1371;Right;MNI(61:-35:-5);right
1372;Right;MNI(3:-60:-46);right
1373;Left;MNI(-29:5:-42);left
1374;Left;MNI(-63:-28:-10);left
1375;Right;MNI(27:1:-3);right
1376;Right;MNI(45:-60:51);right
1377;Left;MNI(-14:11:15);left
1378;Left;MNI(-9:-60:23);left
1379;Left;MNI(-30:-41:52);left
1380;Left;MNI(-7:-44:-6);left
1381;Right;MNI(56:10:43);right
1382;Right;MNI(37:55:-10);right
1383;Right;MNI(21:38:47);right
1384;Left;MNI(-7:34:30);left
1385;Left;MNI(-36:12:-30);left
1386;Right;MNI(58:-47:18);right
1387;Right;MNI(41:-45:54);right
1388;Right;MNI(5:-5:36);right
1389;Right;MNI(15:35:-23);right
1390;Left;MNI(-36:46:9);left
1391;Right;MNI(40:0:-36);right
1392;Right;MNI(3:25:36);right
1393;Left;MNI(-12:-72:-14);left
1394;Left;MNI(-33:9:48);left
1395;Left;MNI(-49:-37:5);left
1396;Left;MNI(-6:-8:-10);left
1397;Right;MNI(45:16:12);right
1398;Left;MNI(-13:-76:48);left
1399;Right;MNI(23:-33:7);right
1400;Right;MNI(12:60:20);right
1401;Left;MNI(-38:-73:5);left
1402;Left;MNI(-60:-3:19);left
1403;Right;MNI(33:-89:17);right
1404;Left;MNI(-44:-48:-38);left
1405;Left;MNI(-19:11:69);left
1406;Right;MNI(26:-53:68);right
1407;Right;MNI(6:-12:11);right
1408;Right;MNI(66:-12:1);right
1409;Left;MNI(-6:61:-7);left
1410;Right;MNI(10:33:23);right
1411;Right;MNI(57:18:27);right
1412;Left;MNI(-14:16:-2);left
1413;Right;MNI(10:-15:76);right
1414;Left;MNI(-6:-54:57);left
1415;Left;MNI(-57:-23:9);left
1416;Right;MNI(26:-69:-24);right
1417;Left;MNI(-32:-62:54);left
1418;Left;MNI(-11:-10:19);left
1419;Left;MNI(-28:30:42);left
1420;Right;MNI(27:57:18);right
1421;Right;MNI(27:-13:-18);right
1422;Left;MNI(-51:-24:-25);left
1423;Left;MNI(-37:-10:53);left
1424;Right;MNI(56:-40:40);right
1425;Right;MNI(47:0:47);right
1426;Right;MNI(4:-89:15);right
1427;Right;MNI(12:-15:50);right
1428;Left;MNI(-27:-39:-23);left
1429;Right;MNI(60:-56:31);right
1430;Right;MNI(51:13:-32);right
1431;Left;MNI(-40:-10:21);left
1432;Right;MNI(6:-24:-22);right
1433;Left;MNI(-21:-15:-19);left
1434;Right;MNI(23:64:0);right
1435;Left;MNI(-19:-37:-7);left
1436;Right;MNI(46:24:47);right
1437;Left;MNI(-16:54:42);left
1438;Right;MNI(45:-12:-24);right
1439;Left;MNI(-36:-79:23);left
1440;Right;MNI(23:12:-10);right
1441;Right;MNI(16:-56:-22);right
1442;Left;MNI(-38:58:3);left
1443;Right;MNI(34:-62:57);right
1444;Left;MNI(-36:27:52);left
1445;Left;MNI(-37:15:29);left
1446;Right;MNI(39:-36:-29);right
1447;Left;MNI(-23:-90:-7);left
1448;Left;MNI(-42:-27:53);left
1449;Right;MNI(9:38:-2);right
1450;Left;MNI(-8:-8:69);left
1451;Right;MNI(36:-48:-31);right
1452;Left;MNI(-12:66:25);left
1453;Left;MNI(-41:-51:24);left
1454;Right;MNI(17:4:65);right
1455;Right;MNI(3:26:-12);right
1456;Left;MNI(-46:46:-1);left
1457;Right;MNI(11:-62:-42);right
1458;Right;MNI(29:-83:34);right
1459;Left;MNI(-9:-87:28);left
1460;Left;MNI(-24:34:-17);left
1461;Right;MNI(42:8:6);right
1462;Right;MNI(33:-46:-4);right
1463;Right;MNI(3:58:11);right
1464;Left;MNI(-56:-2:-26);left
1465;Right;MNI(67:-20:25);right
1466;Left;MNI(-23:68:12);left
1467;Left;MNI(-3:28:62);left
1468;Left;MNI(-60:-10:33);left
1469;Right;MNI(17:-11:-18);right
1470;Left;MNI(-40:-49:-16);left
1471;Right;MNI(9:-36:46);right
1472;Right;MNI(4:-55:15);right
1473;Right;MNI(60:4:-14);right
1474;Right;MNI(40:62:5);right
1475;Left;MNI(-45:19:-13);left
1476;Right;MNI(17:23:11);right
1477;Left;MNI(-33:40:30);left
1478;Left;MNI(-54:-17:-20);left
1479;Left;MNI(-22:16:52);left
1480;Right;MNI(24:-15:72);right
1481;Left;MNI(-4:44:4);left
1482;Right;MNI(42:-72:26);right
1483;Left;MNI(-6:-26:-34);left
1484;Left;MNI(-4:4:3);left
1485;Right;MNI(32:-9:2);right
1486;Left;MNI(-17:-53:-16);left
1487;Left;MNI(-63:-16:3);left
1488;Left;MNI(-12:-6:-26);left
1489;Right;MNI(58:-24:-18);right
1490;Right;MNI(13:48:11);right
